channel,watch_time_minutes,stream_time_minutes,peak_viewers,average_viewers,followers,followers_gained,views_gained,partnered,mature,language,tier,engagement_rate,viewer_retention,growth_rate,watch_efficiency,views_per_follower,quality_score,is_mega,is_top_quartile
AvoidingThePuddle,309117315,80955,13108,3893,336181,67040,4202354,True,True,English,Elite,0.011580071449606016,0.29699420201403726,0.8281143845346179,3818.38447285529,12.500272174810593,0.16159943223680182,0,0
Ko0416,307823730,200625,5448,1515,108784,12127,11705657,True,True,Chinese,Elite,0.013926680394175614,0.27808370044052866,0.06044610591900312,1534.3238878504674,107.60458339461685,0.1514918088726094,0,0
Dota2ruhub2,307331445,55230,54508,5158,248277,71813,13417924,True,False,Russian,Elite,0.020775182558191052,0.09462831144052249,1.3002534854245882,5564.574416078219,54.04416840867257,0.05986377493076828,0,0
Slushpuppy,307001595,150525,118125,1560,122486,85852,5065635,True,False,English,Elite,0.012736149437486733,0.013206349206349206,0.5703504401262249,2039.538913801694,41.35684894600199,0.011230056362439608,0,0
itmeJP,306920835,145950,24603,2079,369273,6134,10677522,True,False,English,Elite,0.005629981070915014,0.084501890013413,0.042028091812264474,2102.917677286742,28.914981598979615,0.04443595102942352,0,0
JesusAVGN,306076605,78315,43859,3838,682899,181914,13548535,True,False,Russian,Large,0.00562015759285048,0.08750769511388769,2.3228500287301284,3908.275617697759,19.839734719189806,0.04989827582100185,0,1
tarzaned,306010080,72390,14602,4159,388878,172683,7744943,True,True,English,Elite,0.010694870884956208,0.2848239967127791,2.3854537919602157,4227.242436800663,19.916125365795956,0.1573253114312393,0,0
Mickalow,305967975,157260,37872,1830,864324,260914,8191116,True,False,French,Large,0.0021172615824621324,0.04832065906210393,1.6591250158972402,1945.618561617703,9.476904494148028,0.026152605262786812,0,1
UNLOSTV,304599090,19995,128345,12171,1585519,571237,11452750,True,False,Turkish,Mega,0.007676350772207712,0.09483034009895204,28.568992248062017,15233.762940735183,7.223344532610458,0.09942591088013412,1,1
resttpowered,304222200,148335,9248,2072,252184,37681,8585834,True,False,Slovak,Elite,0.008216223075214923,0.22404844290657439,0.2540263592543904,2050.913135807463,34.0459109221838,0.12017125677815517,0,0
Felps,303435945,96930,15553,3109,844681,284169,6099521,True,False,Portuguese,Large,0.0036806794517693663,0.19989712595640713,2.9316929743113587,3130.4647168059423,7.221094117187436,0.10953530216861464,0,1
Doublelift,301917225,20370,52584,13364,1389835,166536,7617972,True,False,English,Mega,0.009615529901031417,0.2541457477559714,8.175552282768777,14821.660530191459,5.481206042443887,0.15031959029561373,1,1
쉐리 (kss7749),301790445,115380,12295,2403,170718,19597,7546887,True,False,Korean,Elite,0.014075844374934102,0.19544530296868645,0.16984746056508926,2615.6218148725948,44.20674445576916,0.10791977094091304,0,0
Kiwo,299469345,234330,10836,1243,296481,38195,4900030,True,True,English,Elite,0.0041925114931479586,0.11471022517534145,0.16299662868604106,1277.9812443989247,16.527298545269343,0.05991380143506561,0,0
adolfz,299235990,62520,15928,4926,294217,154653,2743587,True,True,Portuguese,Elite,0.01674274430097513,0.30926670015067803,2.4736564299424186,4786.244241842611,9.325045799528919,0.1736033261129685,0,0
LigaPro1,298828170,232620,11533,1149,30986,29434,60922719,False,False,Other,Elite,0.037081262505647715,0.09962715685424434,0.12653254234373656,1284.6194222336858,1966.1369328083651,0.06904905653877334,0,0
knekro,298811910,102210,13731,2912,260728,97206,10900480,True,False,Spanish,Elite,0.011168727562824093,0.21207486708906853,0.9510419724097446,2923.5095391840327,41.80786106593845,0.11654733391235306,0,0
Savjz,298693050,86205,12708,3401,542892,13967,4072337,True,False,English,Large,0.006264597746881516,0.26762669184765503,0.16202076445681804,3464.9156081433794,7.501191765581368,0.14211071453023158,0,0
BobbyPoffGaming,298668465,224295,6453,1254,125803,81131,2208405,True,False,English,Elite,0.009967965787779306,0.19432821943282194,0.3617155977618761,1331.5877081522103,17.554470084179233,0.10550494474473293,0,0
The_Happy_Hob,295999245,106125,8560,2834,216106,38712,4158704,True,True,English,Elite,0.013113934828278715,0.33107476635514016,0.3647773851590106,2789.1566077738516,19.24381553496895,0.17969287677728177,0,0
Smurfdomuca,294868035,107055,18282,2843,267948,251923,5976634,True,False,Portuguese,Elite,0.01061026766387508,0.15550815009298763,2.3532109663257206,2754.3602353930223,22.30520100915103,0.08863030271140877,0,0
Timmac,294663825,191970,13500,1460,393639,32867,4232938,True,False,English,Elite,0.0037089820876488357,0.10814814814814815,0.17120904307964785,1534.9472573839662,10.753350150772663,0.056194026363569786,0,0
Nikolarn,293952480,129510,30044,2279,526389,214216,3964166,True,False,English,Large,0.0043294977668606295,0.07585541206230861,1.654049880318122,2269.728051887885,7.5308678562811915,0.04190670040297876,0,0
소우릎 (so_urf),293688270,167895,9665,1756,95477,44040,8120712,True,False,Korean,Elite,0.01839186400913309,0.18168649767201242,0.26230679889216474,1749.2377378718843,85.05411774563507,0.10303528434655738,0,0
RiffTrax,293583075,521445,24765,562,79099,17200,3313465,True,False,English,Elite,0.007105020291027699,0.02269331718150616,0.032985262108180154,563.0182953139832,41.89009974841654,0.012405355072489318,0,0
pimpimenta,293014110,164940,20855,1744,828298,254312,12258152,True,False,Portuguese,Large,0.002105522408601735,0.08362502996883242,1.5418455195828786,1776.4890869407056,14.799205116998955,0.04467463648852547,0,1
FACEIT TV (faceittv),292881510,35910,145470,9722,1681615,23166,17259602,True,False,English,Mega,0.005781347097879122,0.06683164913727917,0.6451127819548872,8155.987468671679,10.263706020700338,0.03616595229293691,1,1
crokeyz,292698660,163095,5916,1796,68907,36715,3476636,True,False,English,Elite,0.02606411540191853,0.3035835023664638,0.22511419724700327,1794.651338177136,50.45403224636104,0.1716447356383297,0,0
Letshe,291144945,80745,28808,3073,884661,687813,11561585,True,False,English,Large,0.003473646967595497,0.10667175784504304,8.518335500650196,3605.733420026008,13.068943923152485,0.06946191408905196,0,1
SaltyBet,290991045,508140,3467,571,224099,69465,4509671,True,False,English,Elite,0.002547981026242866,0.1646957023363138,0.13670445152910615,572.6591982524501,20.123565923988952,0.08552416595742707,0,0
소니쇼 (sonycast_),290499225,100605,7998,2840,255949,54706,10802748,True,False,Korean,Elite,0.011095960523385517,0.35508877219304824,0.5437701903483922,2887.522737438497,42.20664272960629,0.19167989980227176,0,0
HGmony,290461620,111360,21999,2465,34358,32326,90310969,False,False,Russian,Elite,0.07174457186099308,0.11205054775217055,0.2902837643678161,2608.3119612068967,2628.5281157226846,0.0940431297123599,0,0
jakenbakeLIVE,289531305,120435,23432,2375,489623,116554,7920696,True,False,English,Elite,0.00485067082224487,0.10135711847046773,0.9677751484203098,2404.0462074978204,16.17713220171438,0.0545413434685399,0,0
Syndicate,289369785,58695,22845,4281,3000509,282047,13227099,True,False,English,Ultra,0.00142675792673843,0.18739330269205515,4.805298577391601,4930.058522872477,4.408285060967989,0.10490553311503203,1,1
RakanooLive,289110855,104535,22607,2726,1234662,471456,3836302,True,False,Arabic,Mega,0.0022078917144935212,0.12058212058212059,4.510030133448128,2765.6847467355433,3.107167791670919,0.06937239813260851,1,1
공혁준 (rhdgurwns),289103100,76590,40001,3828,289455,67061,12487303,True,False,Korean,Elite,0.01322485360418718,0.09569760755981101,0.875584279932106,3774.6846846846847,43.14074035687758,0.05576167951204675,0,0
limit_maximum,288857850,85905,124818,1886,162040,70116,5965543,True,True,English,Elite,0.01163910145643051,0.015110000160233299,0.8162039462196613,3362.526628252139,36.81524932115527,0.012083670289221594,0,0
ElRichMC,288441015,31155,95938,9062,688715,431071,8120275,True,False,Spanish,Large,0.013157837421865357,0.09445683670703996,13.836334456748515,9258.25758305248,11.790472111105464,0.07707687978503415,0,1
guit88man,287764245,140685,7681,1989,144898,25130,8666012,True,True,Russian,Elite,0.013726897541719003,0.2589506574664757,0.1786260084586132,2045.4507943277536,59.80767160347279,0.14143883271354143,0,0
RaizQT,286839210,121965,15185,2164,167584,31194,5190502,True,False,English,Elite,0.01291292724842467,0.14250905498847546,0.25576189890542367,2351.8157668183494,30.972539144548406,0.07937734594219131,0,0
ReventXz,286819950,84330,47282,3073,362062,219868,8050871,True,False,Spanish,Elite,0.008487496616601576,0.06499302059980543,2.607233487489624,3401.161508360014,22.23616673387431,0.03993757485237265,0,0
PatoPapao,286740930,100470,11694,2795,656860,116753,8955254,True,False,Portuguese,Large,0.004255092409341413,0.23901145886779546,1.162068279088285,2853.99552105106,13.633428736717109,0.12757903089222908,0,1
Replays,285932205,140220,16193,1983,871405,449727,5185473,True,False,English,Large,0.002275635324562058,0.12246032236151423,3.20729567821994,2039.168485237484,5.950703748544018,0.06819197086882782,0,1
cdewx,284645955,139140,23448,1904,380159,50596,8015709,True,False,English,Elite,0.005008430682951081,0.08120095530535654,0.36363375017967514,2045.752156101768,21.085148582566767,0.04290605373869743,0,0
亞洲統神 (asiagodtonegg3be0),284354865,63645,18594,4426,494643,22853,11106574,True,False,Chinese,Elite,0.008947867451879437,0.23803377433580725,0.3590698405216435,4467.82724487391,22.453717125280253,0.12815078258211862,0,0
BotezLive,283479405,115845,36278,1985,330772,280964,12851602,True,False,English,Elite,0.006001112548825172,0.054716357020783944,2.42534420993569,2447.057749579179,38.853355181212436,0.03287725311831116,0,0
Conterstine,283398825,92805,18090,2557,386804,375789,5308302,True,False,Spanish,Elite,0.0066105831377131575,0.14134881149806522,4.049232261192824,3053.7021173428157,13.723493035232314,0.08190792087235935,0,0
BeyondTheSummit_PT,282753480,339000,49496,807,203549,60955,9694977,True,False,Portuguese,Elite,0.003964647333074591,0.016304347826086956,0.17980825958702065,834.0810619469027,47.62969604370446,0.007623472999981939,0,0
AlphaCast,281533785,84165,28898,3046,411993,152951,8864009,True,True,French,Elite,0.007393329498316719,0.10540521835421136,1.8172755896156358,3345.022099447514,21.51495049673174,0.05946078833004581,0,0
DownToQuest,281365035,513540,20723,543,82299,53724,3524088,True,True,English,Elite,0.006597893048518208,0.026202769869227427,0.10461502511975698,547.893124196752,42.820544599569864,0.014123404338416771,0,0
똘똘똘이_ (jungtaejune),280810635,165945,6787,1649,124835,15713,8660860,True,False,Korean,Elite,0.01320943645612208,0.242964490938559,0.09468799903582513,1692.1909970170839,69.37845956662795,0.13254579591177015,0,0
PENTA,280798065,116745,7172,2322,152821,40474,2786097,True,True,English,Elite,0.015194246863978118,0.3237590630228667,0.3466872242922609,2405.2256199408966,18.23111352497366,0.17686934663127266,0,0
thedarkness,280707810,155595,7440,1914,536792,138160,7628946,True,False,Portuguese,Large,0.0035656269094919446,0.25725806451612904,0.8879462707670555,1804.092740769305,14.212108228140508,0.13643198924238284,0,0
uhSnow,280296045,88500,8375,3150,134611,43869,3334788,True,True,English,Elite,0.023400762196254393,0.3761194029850746,0.4956949152542373,3167.186949152542,24.773517766007235,0.20918840296309427,0,0
JERICHO,280176915,112860,21935,2401,1191987,66665,7582522,True,False,English,Mega,0.0020142837128257272,0.10945976749487121,0.5906875775296828,2482.5174109516215,6.3612455504967755,0.05671590403602796,1,1
T90Official,279691620,76395,51422,3379,160226,69044,6886631,True,False,English,Elite,0.021088961841399023,0.06571117420559294,0.9037764251587146,3661.124680934616,42.980733463982126,0.04401541362819541,0,0
DanucD,278223765,135030,4439,2045,546052,223147,12048648,True,False,English,Large,0.0037450645726048067,0.46068934444694754,1.6525735021846997,2060.4588980226617,22.065019448697193,0.24573501314395252,0,0
DisguisedToast,277695945,20325,38169,9892,1340283,192604,5928269,False,False,English,Mega,0.007380530828190763,0.25916319526317166,9.47621156211562,13662.777121771218,4.423147201001579,0.15402102219315775,1,1
DesertHeartsRecords,276313155,64620,24264,3620,85097,84304,58418224,False,False,English,Elite,0.04253969000082259,0.1491922189251566,1.3046115753636645,4275.969591457753,686.4898175023797,0.10019577818774138,0,0
Jankos,274889760,45045,18826,5858,573657,271355,9284513,True,False,English,Large,0.010211677012570228,0.3111654095399979,6.024087024087024,6102.5587745587745,16.184781149711412,0.17722422836868135,0,0
GarenaTW,273964050,12435,85416,22130,401222,21388,7818029,True,False,Chinese,Elite,0.055156496901964495,0.25908494895569917,1.7199839163650985,22031.688781664656,19.48554416258331,0.16579159939640845,0,0
개복어 (dogswellfish),273920670,161235,10929,1601,215413,37690,10626908,True,False,Korean,Elite,0.007432234823339353,0.14649098728154453,0.23375817905541602,1698.8908735696343,49.33271436728517,0.07858627196230254,0,0
Sykkuno,272813670,91035,29658,2530,334591,305734,5285377,True,False,English,Elite,0.007561470571533604,0.08530581967765864,3.3584225847201625,2996.7998022738507,15.796530689707733,0.05150391336175412,0,0
JokerdTV,271815660,120165,319862,2013,159384,157656,9070954,True,True,English,Elite,0.012629875018822467,0.006293339002444804,1.311996005492448,2262.020222194483,56.912575917281536,0.00876682965322059,0,0
A1taOda,269877405,140625,11974,1844,537519,67361,10306828,True,False,Russian,Large,0.0034305764075316407,0.15400033405712377,0.4790115555555556,1919.1282133333334,19.17481614603391,0.08089356086266551,0,0
livekiss,269518965,517260,7435,520,31323,2447,1641644,True,False,Chinese,Elite,0.016601219551128563,0.0699394754539341,0.004730696361597649,521.0512411553184,52.41017782460173,0.04238496673678655,0,0
Jerma985,269372580,57495,15921,4773,334594,92752,3411872,True,True,English,Elite,0.014265049582479063,0.2997927265875259,1.6132185407426733,4685.147925906601,10.19705075404819,0.16582110663695485,0,0
KamoLRF,269229795,66330,19264,3948,688868,184854,5731570,True,False,German,Large,0.0057311415249365625,0.20494186046511628,2.786883763003166,4058.944595205789,8.32027325989885,0.11303761871831754,0,1
GoldGlove,268632360,119895,22448,2196,1433703,23684,16902968,True,False,English,Mega,0.0015316979876585318,0.09782608695652174,0.19753951374119022,2240.5634930564242,11.789727719060362,0.0496248306603553,1,1
harbleu,266439435,65775,13230,3926,349467,112349,3527460,True,False,English,Elite,0.011234251016548057,0.29674981103552533,1.7080805777271,4050.770581527936,10.093828601842233,0.16278321402404053,0,0
runthefutmarket,265426125,84945,20746,2999,292812,146753,4266359,True,False,English,Elite,0.010242066581970685,0.1445579870818471,1.7276237565483548,3124.6821472717643,14.570301080556808,0.08156691626227758,0,0
웁_게임방송 (alenenwooptv),265229580,189900,4290,1418,125615,22295,5390604,True,False,Korean,Elite,0.011288460772996856,0.3305361305361305,0.11740389678778304,1396.680252764613,42.91369661266568,0.1780325265254403,0,0
KarmikKoala,262630950,120450,10587,2205,151920,71165,8619663,True,False,Russian,Elite,0.014514218009478674,0.20827429866817795,0.5908260689082607,2180.414694894147,56.73817140600316,0.11566904254325011,0,0
JustCooman,262612740,76035,10776,3287,159117,89413,7809170,True,False,Russian,Elite,0.020657754985325263,0.30502969561989607,1.1759452883540475,3453.840205168672,49.0781626099034,0.17119939304645224,0,0
IamCristinini,262492530,135240,7943,1906,398634,218848,12690137,True,False,Spanish,Elite,0.004781328235925687,0.23995971295480298,1.6182194616977226,1940.9385536823424,31.834055800558907,0.129131794326643,0,0
Xop0,262276575,235920,4074,1110,94751,50725,18709302,False,False,Russian,Elite,0.011714915937562664,0.27245949926362295,0.21500932519498134,1111.7182731434384,197.4575677301559,0.14761432790604576,0,0
Warframe,262160025,13740,346131,12843,1254031,282680,5405191,True,False,English,Mega,0.010241373618355526,0.037104448893626976,20.573508005822415,19080.060043668123,4.310253095816611,0.056569324713306,1,1
